Year,DistrictName,SchoolName,DistrictKey,DistrictCode,SiteCode,FullCode,DropOutRate,AP_participationIndex,AP_PerformanceIndex,GradRate,LowPerfm_Grade8,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,EOIPerformanceRate,AchievedGrowthTarget,OverallParticipation_County
2016,PRYOR,PRYOR HS,I001,,705,46I001705,,0.3,0.95,0.82,0.75,0.61,0.61,0.58,3,862
2013,Pryor,Pryor JHS,I001,,610,,0.05,0.56,,,,,,,,1435
2014,Pryor,Pryor JHS,I001,,610,46I001610,0.05,0.58,,,,,,,,1606
2015,PRYOR,PRYOR JHS,I001,46I001,610,46I001610,0.05,0.65,,,0,,0,0,0,1858
2016,PRYOR,PRYOR JHS,I001,,610,46I001610,0.05,0.05,,,0,,0,0,0,1538
2013,Pryor,Roosevelt ES,I001,,115,,,,,,,,,,,591
2014,Pryor,Roosevelt ES,I001,,115,46I001115,,,,,,,,,,661
2015,PRYOR,ROOSEVELT ES,I001,46I001,115,46I001115,,,,,0,,0,0,0,642
2016,PRYOR,ROOSEVELT ES,I001,,115,46I001115,,,,,0,,0,0,0,653
2013,Purcell,Purcell ES,I015,,105,,,,,,,,,,,
2014,Purcell,Purcell ES,I015,,105,47I015105,,,,,,,,,,
2015,PURCELL,PURCELL ES,I015,47I015,105,47I015105,,,,,0,,0,0,0,858
2016,PURCELL,PURCELL ES,I015,,105,47I015105,,,,,0,,0,0,0,800
2013,Purcell,Purcell HS,I015,,705,,,0.37,0.87,0.83,0.67,0.76,0.69,0.74,,678
2014,Purcell,Purcell HS,I015,,705,47I015705,,0.6,0.58,0.91,0.81,0.68,0.64,0.74,3,644
2015,PURCELL,PURCELL HS,I015,47I015,705,47I015705,,0.54,0.95,0.86,0.71,0.36,0.62,0.8,2,544
2016,PURCELL,PURCELL HS,I015,,705,47I015705,,0.89,0.95,0.88,0.87,0.95,0.55,0.73,4,521
2013,Purcell,Purcell Intermediate School,I015,,115,,,,,,,,,,,425
2014,Purcell,Purcell Intermediate School,I015,,115,47I015115,,,,,,,,,,924
2015,PURCELL,PURCELL INTERMEDIATE SCHOOL,I015,47I015,115,47I015115,,,,,0,,0,0,0,858
2016,PURCELL,PURCELL INTERMEDIATE SCHOOL,I015,,115,47I015115,,,,,0,,0,0,0,800
2013,Purcell,Purcell JHS,I015,,610,,0.05,0.24,,,,,,,,603
2014,Purcell,Purcell JHS,I015,,610,47I015610,0.05,0.22,,,,,,,,912
2015,PURCELL,PURCELL JHS,I015,47I015,610,47I015610,0.05,0.07,,,0,,0,0,0,992
2016,PURCELL,PURCELL JHS,I015,,610,47I015610,0.05,0.09,,,0,,0,0,0,967
2013,Purcell,Purcell MS,I015,,510,,,,,,,,,,,594
2013,Putnam City,Apollo ES,I001,,102,,,,,,,,,,,516
2014,Putnam City,Apollo ES,I001,,102,55I001102,,,,,,,,,,576
2015,PUTNAM CITY,APOLLO ES,I001,55I001,102,55I001102,,,,,0,,0,0,0,622
2016,PUTNAM CITY,APOLLO ES,I001,,102,55I001102,,,,,0,,0,0,0,552
2013,Putnam City,Arbor Grove ES,I001,,110,,,,,,,,,,,604
2014,Putnam City,Arbor Grove ES,I001,,110,55I001110,,,,,,,,,,734
2015,PUTNAM CITY,ARBOR GROVE ES,I001,55I001,110,55I001110,,,,,0,,0,0,0,834
2016,PUTNAM CITY,ARBOR GROVE ES,I001,,110,55I001110,,,,,0,,0,0,0,684
2013,Putnam City,Central ES,I001,,105,,,,,,,,,,,753
2014,Putnam City,Central ES,I001,,105,55I001105,,,,,,,,,,881
2015,PUTNAM CITY,CENTRAL ES,I001,55I001,105,55I001105,,,,,0,,0,0,0,942
2016,PUTNAM CITY,CENTRAL ES,I001,,105,55I001105,,,,,0,,0,0,0,855
2013,Putnam City,Cooper MS,I001,,520,,0.05,0.92,,,,,,,,2020
2014,Putnam City,Cooper MS,I001,,520,55I001520,0.05,0.95,,,,,,,,2057
2015,PUTNAM CITY,COOPER MS,I001,55I001,520,55I001520,0.05,0.95,,,0,,0,0,0,2196
2016,PUTNAM CITY,COOPER MS,I001,,520,55I001520,0.05,0.46,,,0,,0,0,0,1852
2013,Putnam City,Coronado Heights ES,I001,,115,,,,,,,,,,,582
2014,Putnam City,Coronado Heights ES,I001,,115,55I001115,,,,,,,,,,684
2015,PUTNAM CITY,CORONADO HEIGHTS ES,I001,55I001,115,55I001115,,,,,0,,0,0,0,624
2016,PUTNAM CITY,CORONADO HEIGHTS ES,I001,,115,55I001115,,,,,0,,0,0,0,551
2013,Putnam City,Dennis ES,I001,,116,,,,,,,,,,,640
2014,Putnam City,Dennis ES,I001,,116,55I001116,,,,,,,,,,645
2015,PUTNAM CITY,DENNIS ES,I001,55I001,116,55I001116,,,,,0,,0,0,0,639
2016,PUTNAM CITY,DENNIS ES,I001,,116,55I001116,,,,,0,,0,0,0,543
2013,Putnam City,Harvest Hills ES,I001,,118,,,,,,,,,,,502
2014,Putnam City,Harvest Hills ES,I001,,118,55I001118,,,,,,,,,,537
2015,PUTNAM CITY,HARVEST HILLS ES,I001,55I001,118,55I001118,,,,,0,,0,0,0,628
2016,PUTNAM CITY,HARVEST HILLS ES,I001,,118,55I001118,,,,,0,,0,0,0,548
2013,Putnam City,Hefner MS,I001,,530,,0.05,0.94,,,,,,,,3007
2014,Putnam City,Hefner MS,I001,,530,55I001530,0.05,0.95,,,,,,,,3183
2015,PUTNAM CITY,HEFNER MS,I001,55I001,530,55I001530,0.05,0.95,,,0,,0,0,0,3650
2016,PUTNAM CITY,HEFNER MS,I001,,530,55I001530,0.05,0.95,,,0,,0,0,0,3034
2013,Putnam City,Hilldale ES,I001,,120,,,,,,,,,,,858
2014,Putnam City,Hilldale ES,I001,,120,55I001120,,,,,,,,,,915
2015,PUTNAM CITY,HILLDALE ES,I001,55I001,120,55I001120,,,,,0,,0,0,0,956
2016,PUTNAM CITY,HILLDALE ES,I001,,120,55I001120,,,,,0,,0,0,0,842
2015,PUTNAM CITY,JAMES L. CAPPS MS,I001,55I001,510,55I001510,0.05,0.71,,,0,,0,0,0,2987
2016,PUTNAM CITY,JAMES L. CAPPS MS,I001,,510,55I001510,0.05,0.79,,,0,,0,0,0,2743
2013,Putnam City,James L.Capps MS,I001,,510,,0.05,0.67,,,,,,,,2532
2014,Putnam City,James L.Capps MS,I001,,510,55I001510,0.05,0.69,,,,,,,,2644
2013,Putnam City,Kirkland ES,I001,,122,,,,,,,,,,,361
2014,Putnam City,Kirkland ES,I001,,122,55I001122,,,,,,,,,,412
2015,PUTNAM CITY,KIRKLAND ES,I001,55I001,122,55I001122,,,,,0,,0,0,0,330
2016,PUTNAM CITY,KIRKLAND ES,I001,,122,55I001122,,,,,0,,0,0,0,279
2013,Putnam City,Lake Park ES,I001,,124,,,,,,,,,,,354
2014,Putnam City,Lake Park ES,I001,,124,55I001124,,,,,,,,,,340
2015,PUTNAM CITY,LAKE PARK ES,I001,55I001,124,55I001124,,,,,0,,0,0,0,372
2016,PUTNAM CITY,LAKE PARK ES,I001,,124,55I001124,,,,,0,,0,0,0,340
2013,Putnam City,Mayfield MS,I001,,540,,0.05,0.59,,,,,,,,1788
2014,Putnam City,Mayfield MS,I001,,540,55I001540,0.05,0.64,,,,,,,,2062
2015,PUTNAM CITY,MAYFIELD MS,I001,55I001,540,55I001540,0.05,0.6,,,0,,0,0,0,2277
2016,PUTNAM CITY,MAYFIELD MS,I001,,540,55I001540,0.05,0.61,,,0,,0,0,0,2261
2013,Putnam City,Northridge ES,I001,,125,,,,,,,,,,,834
2014,Putnam City,Northridge ES,I001,,125,55I001125,,,,,,,,,,909
2015,PUTNAM CITY,NORTHRIDGE ES,I001,55I001,125,55I001125,,,,,0,,0,0,0,929
2016,PUTNAM CITY,NORTHRIDGE ES,I001,,125,55I001125,,,,,0,,0,0,0,792
2013,Putnam City,Overholser ES,I001,,126,,,,,,,,,,,570
2014,Putnam City,Overholser ES,I001,,126,55I001126,,,,,,,,,,625
2015,PUTNAM CITY,OVERHOLSER ES,I001,55I001,126,55I001126,,,,,0,,0,0,0,616
2016,PUTNAM CITY,OVERHOLSER ES,I001,,126,55I001126,,,,,0,,0,0,0,492
2013,Putnam City,Putnam City HS,I001,,705,,,0.57,0.53,0.84,0.84,0.62,0.44,0.69,,2662
2014,Putnam City,Putnam City HS,I001,,705,55I001705,,0.6,0.35,0.81,0.77,0.61,0.5,0.69,2,2583
2015,PUTNAM CITY,PUTNAM CITY HS,I001,55I001,705,55I001705,,0.72,0.95,0.75,0.66,0.56,0.51,0.68,1,2654
2016,PUTNAM CITY,PUTNAM CITY HS,I001,,705,55I001705,,0.77,0.95,0.8,0.7,0.83,0.32,0.71,3,2735
2013,Putnam City,Putnam City North HS,I001,,708,,,0.83,0.77,0.85,0.85,0.77,0.63,0.72,,2939
2014,Putnam City,Putnam City North HS,I001,,708,55I001708,,0.94,0.63,0.89,0.8,0.8,0.66,0.72,3,2755
2015,PUTNAM CITY,PUTNAM CITY NORTH HS,I001,55I001,708,55I001708,,0.95,0.95,0.89,0.79,0.74,0.57,0.76,2,2606
2016,PUTNAM CITY,PUTNAM CITY NORTH HS,I001,,708,55I001708,,0.95,0.95,0.87,0.76,0.94,0.49,0.65,2,2810
2013,Putnam City,Putnam City Smart Start Ec Ctr,I001,,103,,,,,,,,,,,
2014,Putnam City,Putnam City Smart Start Ec Ctr,I001,,103,55I001103,,,,,,,,,,
2015,PUTNAM CITY,PUTNAM CITY SMART START EC CTR,I001,55I001,103,55I001103,,,,,0,,0,0,0,0
2016,PUTNAM CITY,PUTNAM CITY SMART START EC CTR,I001,,103,55I001103,,,,,0,,0,0,0,0
2013,Putnam City,Putnam City West HS,I001,,710,,,0.6,0.63,0.77,0.7,0.38,0.51,0.59,,2254
2014,Putnam City,Putnam City West HS,I001,,710,55I001710,,0.56,0.36,0.69,0.57,0.41,0.4,0.6,1,2176
2015,PUTNAM CITY,PUTNAM CITY WEST HS,I001,55I001,710,55I001710,,0.63,0.94,0.71,0.61,0.48,0.4,0.61,3,2336
2016,PUTNAM CITY,PUTNAM CITY WEST HS,I001,,710,55I001710,,0.55,0.95,0.76,0.75,0.79,0.26,0.55,4,2490
2013,Putnam City,Ralph Downs ES,I001,,117,,,,,,,,,,,651
2014,Putnam City,Ralph Downs ES,I001,,117,55I001117,,,,,,,,,,708
2015,PUTNAM CITY,RALPH DOWNS ES,I001,55I001,117,55I001117,,,,,0,,0,0,0,691
2016,PUTNAM CITY,RALPH DOWNS ES,I001,,117,55I001117,,,,,0,,0,0,0,574
2013,Putnam City,Rollingwood ES,I001,,127,,,,,,,,,,,608
2014,Putnam City,Rollingwood ES,I001,,127,55I001127,,,,,,,,,,679
2015,PUTNAM CITY,ROLLINGWOOD ES,I001,55I001,127,55I001127,,,,,0,,0,0,0,614
2016,PUTNAM CITY,ROLLINGWOOD ES,I001,,127,55I001127,,,,,0,,0,0,0,555
2013,Putnam City,Tulakes ES,I001,,128,,,,,,,,,,,612
2014,Putnam City,Tulakes ES,I001,,128,55I001128,,,,,,,,,,798
2015,PUTNAM CITY,TULAKES ES,I001,55I001,128,55I001128,,,,,0,,0,0,0,826
2016,PUTNAM CITY,TULAKES ES,I001,,128,55I001128,,,,,0,,0,0,0,750
2013,Putnam City,Western Oaks ES,I001,,130,,,,,,,,,,,783
2014,Putnam City,Western Oaks ES,I001,,130,55I001130,,,,,,,,,,961
2015,PUTNAM CITY,WESTERN OAKS ES,I001,55I001,130,55I001130,,,,,0,,0,0,0,887
2016,PUTNAM CITY,WESTERN OAKS ES,I001,,130,55I001130,,,,,0,,0,0,0,845
2013,Putnam City,Western Oaks MS,I001,,550,,0.05,0.94,,,,,,,,1787
2014,Putnam City,Western Oaks MS,I001,,550,55I001550,0.05,0.86,,,,,,,,2019
2015,PUTNAM CITY,WESTERN OAKS MS,I001,55I001,550,55I001550,0.05,0.87,,,0,,0,0,0,2209
2016,PUTNAM CITY,WESTERN OAKS MS,I001,,550,55I001550,0.05,0.95,,,0,,0,0,0,2023
2013,Putnam City,Wiley Post ES,I001,,133,,,,,,,,,,,746
2014,Putnam City,Wiley Post ES,I001,,133,55I001133,,,,,,,,,,859
2015,PUTNAM CITY,WILEY POST ES,I001,55I001,133,55I001133,,,,,0,,0,0,0,777
2016,PUTNAM CITY,WILEY POST ES,I001,,133,55I001133,,,,,0,,0,0,0,688
2013,Putnam City,Will Rogers ES,I001,,134,,,,,,,,,,,517
2014,Putnam City,Will Rogers ES,I001,,134,55I001134,,,,,,,,,,589
2015,PUTNAM CITY,WILL ROGERS ES,I001,55I001,134,55I001134,,,,,0,,0,0,0,652
2016,PUTNAM CITY,WILL ROGERS ES,I001,,134,55I001134,,,,,0,,0,0,0,494
2013,Putnam City,Windsor Hills ES,I001,,135,,,,,,,,,,,801
2014,Putnam City,Windsor Hills ES,I001,,135,55I001135,,,,,,,,,,907
2015,PUTNAM CITY,WINDSOR HILLS ES,I001,55I001,135,55I001135,,,,,0,,0,0,0,1002
2016,PUTNAM CITY,WINDSOR HILLS ES,I001,,135,55I001135,,,,,0,,0,0,0,835
2013,Quapaw,Quapaw ES,I014,,105,,,,,,,,,,,336
2014,Quapaw,Quapaw ES,I014,,105,58I014105,,,,,,,,,,344
2015,QUAPAW,QUAPAW ES,I014,58I014,105,58I014105,,,,,0,,0,0,0,381
2016,QUAPAW,QUAPAW ES,I014,,105,58I014105,,,,,0,,0,0,0,348
2013,Quapaw,Quapaw HS,I014,,705,,,0.7,0.82,0.95,0.95,0.57,0.37,0.43,,274
2014,Quapaw,Quapaw HS,I014,,705,58I014705,,0.52,0.68,0.95,0.95,0.57,0.35,0.43,3,269
2015,QUAPAW,QUAPAW HS,I014,58I014,705,58I014705,,0.43,0.95,0.95,0,0.64,0.37,0.66,5,257
2016,QUAPAW,QUAPAW HS,I014,,705,58I014705,,0.55,0.95,0.81,0.92,0.57,0.4,0.6,3,275
2013,Quapaw,Quapaw MS,I014,,510,,0.05,0.05,,,,,,,,299
2014,Quapaw,Quapaw MS,I014,,510,58I014510,0.05,0.05,,,,,,,,366
2015,QUAPAW,QUAPAW MS,I014,58I014,510,58I014510,0.05,0.05,,,0,,0,0,0,460
2016,QUAPAW,QUAPAW MS,I014,,510,58I014510,0.05,0.95,,,0,,0,0,0,380
2013,Quinton,Quinton ES,I017,,105,,0.05,0.34,,,,,,,,669
2014,Quinton,Quinton ES,I017,,105,61I017105,0.05,0.17,,,,,,,,619
2015,QUINTON,QUINTON ES,I017,61I017,105,61I017105,0.05,0.05,,,0,,0,0,0,642
2016,QUINTON,QUINTON ES,I017,,105,61I017105,0.05,0.05,,,0,,0,0,0,590
2013,Quinton,Quinton HS,I017,,715,,,0.8,0.95,0.93,0.95,0.63,0.48,0.58,,246
2014,Quinton,Quinton HS,I017,,715,61I017715,,0.58,0.92,0.9,0.95,0.94,0.38,0.58,4,222
2015,QUINTON,QUINTON HS,I017,61I017,715,61I017715,,0.95,0.95,0.75,0.73,0.73,0.54,0.74,3,188
2016,QUINTON,QUINTON HS,I017,,715,61I017715,,0.95,0.95,0.9,0.95,0.76,0.42,0.5,4,238
2013,Rattan,Rattan ES,I001,,105,,,,,,,,,,,346
2014,Rattan,Rattan ES,I001,,105,64I001105,,,,,,,,,,382
2015,RATTAN,RATTAN ES,I001,64I001,105,64I001105,,,,,0,,0,0,0,416
2016,RATTAN,RATTAN ES,I001,,105,64I001105,,,,,0,,0,0,0,388
2013,Rattan,Rattan HS,I001,,705,,,0.45,0.84,0.95,0.95,0.79,0.43,0.82,,196
2014,Rattan,Rattan HS,I001,,705,64I001705,,0.68,0.9,0.95,0.95,0.58,0.64,0.82,5,214
2015,RATTAN,RATTAN HS,I001,64I001,705,64I001705,,0.67,0.95,0.93,0.93,0.84,0.48,0.5,4,185
2016,RATTAN,RATTAN HS,I001,,705,64I001705,,0.43,0.95,0.95,0.75,0.63,0.41,0.72,4,226
2013,Rattan,Rattan JHS,I001,,610,,0.05,0.05,,,,,,,,242
2014,Rattan,Rattan JHS,I001,,610,64I001610,0.05,0.1,,,,,,,,281
2015,RATTAN,RATTAN JHS,I001,64I001,610,64I001610,0.05,0.05,,,0,,0,0,0,306
2016,RATTAN,RATTAN JHS,I001,,610,64I001610,0.05,0.05,,,0,,0,0,0,220
2013,Ravia,Ravia Public School,C010,,105,,0.05,0.05,,,,,,,,126
2014,Ravia,Ravia Public School,C010,,105,35C010105,0.05,0.05,,,,,,,,178
2015,RAVIA,RAVIA PUBLIC SCHOOL,C010,35C010,105,35C010105,0.05,0.05,,,0,,0,0,0,173
2016,RAVIA,RAVIA PUBLIC SCHOOL,C010,,105,35C010105,0.05,0.05,,,0,,0,0,0,159
2013,Red Oak,Red Oak ES,I002,,105,,0.05,0.32,,,,,,,,307
2014,Red Oak,Red Oak ES,I002,,105,39I002105,0.05,0.26,,,,,,,,343
2015,RED OAK,RED OAK ES,I002,39I002,105,39I002105,0.05,0.05,,,0,,0,0,0,360
2016,RED OAK,RED OAK ES,I002,,105,39I002105,0.05,0.25,,,0,,0,0,0,320
2013,Red Oak,Red Oak HS,I002,,705,,,0.06,0.67,0.87,0.95,0.95,0.4,0.75,,121
2014,Red Oak,Red Oak HS,I002,,705,39I002705,,0.05,0.95,0.95,0.95,0.93,0.5,0.75,4,110
2015,RED OAK,RED OAK HS,I002,39I002,705,39I002705,,0.11,0.95,0.95,0,0.93,0.46,0.8,5,138
2016,RED OAK,RED OAK HS,I002,,705,39I002705,,0.15,0.95,0.88,0.67,0.95,0.33,0.93,3,149
2013,Reydon,Reydon ES,I006,,105,,0.05,0.95,,,,,,,,158
2014,Reydon,Reydon ES,I006,,105,65I006105,0.05,0.56,,,,,,,,173
2015,REYDON,REYDON ES,I006,65I006,105,65I006105,0.05,0.95,,,0,,0,0,0,197
2016,REYDON,REYDON ES,I006,,105,65I006105,0.05,0.95,,,0,,0,0,0,156
2013,Reydon,Reydon HS,I006,,705,,,0.95,0.95,0.83,0.95,0.8,0.25,0.95,,51
2014,Reydon,Reydon HS,I006,,705,65I006705,,0.33,0.95,0.83,0.95,0.8,0.75,0.95,4,36
2015,REYDON,REYDON HS,I006,65I006,705,65I006705,,0.85,0.95,0.83,0.5,0.8,0.25,0.8,3,33
2016,REYDON,REYDON HS,I006,,705,65I006705,,0.45,0.95,0.95,0,0.95,0.33,0.78,4,35
2013,Ringling,Ringling ES,I014,,105,,,,,,,,,,,290
2014,Ringling,Ringling ES,I014,,105,34I014105,,,,,,,,,,323
2015,RINGLING,RINGLING ES,I014,34I014,105,34I014105,,,,,0,,0,0,0,333
2016,RINGLING,RINGLING ES,I014,,105,34I014105,,,,,0,,0,0,0,288
2013,Ringling,Ringling HS,I014,,705,,,0.56,0.88,0.94,0.92,0.71,0.32,0.14,,226
2014,Ringling,Ringling HS,I014,,705,34I014705,,0.8,0.81,0.85,0.81,0.51,0.55,0.14,2,168
2015,RINGLING,RINGLING HS,I014,34I014,705,34I014705,,0.73,0.95,0.79,0.73,0.57,0.22,0.52,3,195
2016,RINGLING,RINGLING HS,I014,,705,34I014705,,0.82,0.95,0.77,0.67,0.62,0.62,0.27,2,158
2013,Ringling,Ringling JHS,I014,,610,,0.05,0.94,,,,,,,,257
2014,Ringling,Ringling JHS,I014,,610,34I014610,0.05,0.68,,,,,,,,239
2015,RINGLING,RINGLING JHS,I014,34I014,610,34I014610,0.05,0.49,,,0,,0,0,0,253
2016,RINGLING,RINGLING JHS,I014,,610,34I014610,0.05,0.62,,,0,,0,0,0,241
2013,Ringwood,Ringwood ES,I001,,105,,0.05,0.06,,,,,,,,460
2014,Ringwood,Ringwood ES,I001,,105,44I001105,0.05,0.07,,,,,,,,540
2015,RINGWOOD,RINGWOOD ES,I001,44I001,105,44I001105,0.05,0.11,,,0,,0,0,0,598
2016,RINGWOOD,RINGWOOD ES,I001,,105,44I001105,0.05,0.53,,,0,,0,0,0,522
2013,Ringwood,Ringwood HS,I001,,705,,,0.84,0.95,0.95,0.95,0.83,0.67,0.89,,166
2014,Ringwood,Ringwood HS,I001,,705,44I001705,,0.95,0.95,0.95,0.95,0.93,0.56,0.94,5,165
2015,RINGWOOD,RINGWOOD HS,I001,44I001,705,44I001705,,0.62,0.95,0.9,0.83,0.7,0.56,0.85,3,164
2016,RINGWOOD,RINGWOOD HS,I001,,705,44I001705,,0.79,0.95,0.84,0.69,0.65,0.65,0.48,2,213
2013,Ripley,Ripley ES,I003,,105,,0.05,0.37,,,,,,,,573
2014,Ripley,Ripley ES,I003,,105,60I003105,0.05,0.32,,,,,,,,564
2015,RIPLEY,RIPLEY ES,I003,60I003,105,60I003105,0.05,0.38,,,0,,0,0,0,718
2016,RIPLEY,RIPLEY ES,I003,,105,60I003105,0.05,0.05,,,0,,0,0,0,610
2013,Ripley,Ripley HS,I003,,705,,,0.76,0.94,0.95,0.95,0.59,0.68,0.79,,249
2014,Ripley,Ripley HS,I003,,705,60I003705,,0.88,0.34,0.95,0.95,0.51,0.63,0.79,3,235
2015,RIPLEY,RIPLEY HS,I003,60I003,705,60I003705,,0.95,0.95,0.95,0.9,0.84,0.46,0.78,4,205
2016,RIPLEY,RIPLEY HS,I003,,705,60I003705,,0.85,0.95,0.95,0,0.59,0.41,0.86,5,187
2013,Riverside,Riverside Public School,C029,,105,,0.05,0.1,,,,,,,,282
2014,Riverside,Riverside Public School,C029,,105,09C029105,0.05,0.2,,,,,,,,303
2015,RIVERSIDE,RIVERSIDE PUBLIC SCHOOL,C029,09C029,105,09C029105,0.05,0.25,,,0,,0,0,0,246
2016,RIVERSIDE,RIVERSIDE PUBLIC SCHOOL,C029,,105,09C029105,0.05,0.19,,,0,,0,0,0,252
2013,Robin Hill,Robin Hill Public School,C016,,105,,0.05,0.05,,,,,,,,314
2014,Robin Hill,Robin Hill Public School,C016,,105,14C016105,0.05,0.05,,,,,,,,322
2015,ROBIN HILL,ROBIN HILL PUBLIC SCHOOL,C016,14C016,105,14C016105,0.05,0.14,,,0,,0,0,0,353
2016,ROBIN HILL,ROBIN HILL PUBLIC SCHOOL,C016,,105,14C016105,0.05,0.05,,,0,,0,0,0,369
2013,Rock Creek,Rock Creek ES,I002,,105,,0.05,0.05,,,,,,,,671
2014,Rock Creek,Rock Creek ES,I002,,105,07I002105,0.05,0.05,,,,,,,,632
2015,ROCK CREEK,ROCK CREEK ES,I002,07I002,105,07I002105,0.05,0.05,,,0,,0,0,0,710
2016,ROCK CREEK,ROCK CREEK ES,I002,,105,07I002105,0.05,0.5,,,0,,0,0,0,585
2013,Rock Creek,Rock Creek HS,I002,,705,,,0.19,0.91,0.88,0.95,0.61,0.47,0.38,,216
2014,Rock Creek,Rock Creek HS,I002,,705,07I002705,,0.25,0.93,0.94,0.94,0.47,0.36,0.38,3,208
2015,ROCK CREEK,ROCK CREEK HS,I002,07I002,705,07I002705,,0.68,0.95,0.86,0.87,0.71,0.53,0.44,4,214
2016,ROCK CREEK,ROCK CREEK HS,I002,,705,07I002705,,0.5,0.94,0.92,0.83,0.64,0.38,0.7,4,239
2013,Rocky Mountain,Rocky Mountain Public School,C024,,105,,0.05,0.27,,,,,,,,277
2014,Rocky Mountain,Rocky Mountain Public School,C024,,105,01C024105,0.05,0.05,,,,,,,,333
2015,ROCKY MOUNTAIN,ROCKY MOUNTAIN PUBLIC SCHOOL,C024,01C024,105,01C024105,0.05,0.05,,,0,,0,0,0,329
2016,ROCKY MOUNTAIN,ROCKY MOUNTAIN PUBLIC SCHOOL,C024,,105,01C024105,0.05,0.05,,,0,,0,0,0,312
2013,Roff,Roff ES,I037,,105,,0.05,0.29,,,,,,,,408
2014,Roff,Roff ES,I037,,105,62I037105,0.05,0.3,,,,,,,,473
2015,ROFF,ROFF ES,I037,62I037,105,62I037105,0.05,0.05,,,0,,0,0,0,459
2016,ROFF,ROFF ES,I037,,105,62I037105,0.05,0.5,,,0,,0,0,0,399
2013,Roff,Roff HS,I037,,705,,,0.57,0.95,0.95,0.95,0.74,0.47,0.74,,169
2014,Roff,Roff HS,I037,,705,62I037705,,0.28,0.69,0.92,0.92,0.68,0.46,0.74,3,167
2015,ROFF,ROFF HS,I037,62I037,705,62I037705,,0.95,0.95,0.89,0.88,0.95,0.46,0.56,3,161
2016,ROFF,ROFF HS,I037,,705,62I037705,,0.83,0.95,0.95,0,0.92,0.45,0.63,5,138
2013,Roland,Roland ES,I005,,105,,,,,,,,,,,673
2014,Roland,Roland ES,I005,,105,68I005105,,,,,,,,,,850
2015,ROLAND,ROLAND ES,I005,68I005,105,68I005105,,,,,0,,0,0,0,704
2016,ROLAND,ROLAND ES,I005,,105,68I005105,,,,,0,,0,0,0,586
2013,Roland,Roland HS,I005,,705,,,0.37,0.86,0.88,0.81,0.71,0.37,0.58,,576
2014,Roland,Roland HS,I005,,705,68I005705,,0.4,0.52,0.94,0.91,0.5,0.28,0.58,3,599
2015,ROLAND,ROLAND HS,I005,68I005,705,68I005705,,0.33,0.94,0.83,0.77,0.69,0.5,0.67,3,641
2016,ROLAND,ROLAND HS,I005,,705,68I005705,,0.19,0.95,0.88,0.89,0.95,0.23,0.62,4,598
2013,Roland,Roland JHS,I005,,610,,0.05,0.06,,,,,,,,643
2014,Roland,Roland JHS,I005,,610,68I005610,0.05,0.06,,,,,,,,611
2015,ROLAND,ROLAND JHS,I005,68I005,610,68I005610,0.05,0.05,,,0,,0,0,0,671
2016,ROLAND,ROLAND JHS,I005,,610,68I005610,0.05,0.55,,,0,,0,0,0,683
2013,Rush Springs,Rush Springs ES,I068,,105,,,,,,,,,,,291
2014,Rush Springs,Rush Springs ES,I068,,105,26I068105,,,,,,,,,,425
2015,RUSH SPRINGS,RUSH SPRINGS ES,I068,26I068,105,26I068105,,,,,0,,0,0,0,346
2016,RUSH SPRINGS,RUSH SPRINGS ES,I068,,105,26I068105,,,,,0,,0,0,0,313
2013,Rush Springs,Rush Springs HS,I068,,705,,,0.28,0.73,0.87,0.8,0.56,0.53,0.59,,309
2014,Rush Springs,Rush Springs HS,I068,,705,26I068705,,0.51,0.9,0.78,0.58,0.73,0.56,0.59,2,232
2015,RUSH SPRINGS,RUSH SPRINGS HS,I068,26I068,705,26I068705,,0.79,0.95,0.88,0.81,0.38,0.69,0.57,4,193
2016,RUSH SPRINGS,RUSH SPRINGS HS,I068,,705,26I068705,,0.9,0.93,0.9,0.57,0.53,0.56,0.73,4,198
2013,Rush Springs,Rush Springs MS,I068,,505,,0.05,0.05,,,,,,,,353
2014,Rush Springs,Rush Springs MS,I068,,505,26I068505,0.05,0.05,,,,,,,,355
2015,RUSH SPRINGS,RUSH SPRINGS MS,I068,26I068,505,26I068505,0.05,0.05,,,0,,0,0,0,458
2016,RUSH SPRINGS,RUSH SPRINGS MS,I068,,505,26I068505,0.05,0.24,,,0,,0,0,0,352
2013,Ryal,Ryal Public School,C003,,105,,0.05,0.05,,,,,,,,72
2014,Ryal,Ryal Public School,C003,,105,49C003105,0.05,0.05,,,,,,,,118
2015,RYAL,RYAL PUBLIC SCHOOL,C003,49C003,105,49C003105,0.05,0.05,,,0,,0,0,0,128
2016,RYAL,RYAL PUBLIC SCHOOL,C003,,105,49C003105,0.05,0.05,,,0,,0,0,0,96
2013,Ryan,Ryan ES,I001,,105,,0.05,0.36,,,,,,,,264
2014,Ryan,Ryan ES,I001,,105,34I001105,0.05,0.26,,,,,,,,358
2015,RYAN,RYAN ES,I001,34I001,105,34I001105,0.05,0.28,,,0,,0,0,0,331
2016,RYAN,RYAN ES,I001,,105,34I001105,0.05,0.87,,,0,,0,0,0,245
2013,Ryan,Ryan HS,I001,,705,,,0.44,0.59,0.89,0.83,0.54,0.57,0.54,,165
2014,Ryan,Ryan HS,I001,,705,34I001705,,0.47,0.95,0.93,0.95,0.85,0.18,0.54,4,161
