Year,CountyCode,DistrictCode,SiteCode,SchoolCode,DistrictName,SchoolName,ReportCardType,Performance_Multiplier,SchoolName,ELA_ExamCount_bq,ELA_GrowthIndex_bq,ELA_LetterGradeas_bq,Math_ExamCount_bq,Math_GrowthIndex_bq,Math_LetterGrade_bq,OverallExamCount_bq,OverallGrowthIndex_bq,OverallLetterGrade_bq,AttendenceRate,AttendenceRate_Bonus,DropOutRate,DropOutRate_Bonus,AP_participationIndex,AP_PerformanceIndex,AP_Bonus,GradRate,GradRate_Bonus,LowPerfm_Grade8,LowPerfm_Grade8_Bonus,CollegeEntranceExam_Participation,CollegeEntranceExam_Performance,CollegeEntranceExam_Bonus,EOIPerformanceRate,EOIPerformanceRate_Bonus,AchievedGrowthTarget,AchievedGrowthTarget_Bonus,OverallParticipation_County,OverallPArticipation_Rate,ELA_ExamCounty,ELA_GrowthIndex,ELA_LetterGrade,Math_ExamCounty,Math_GrowthIndex,Math_LetterGrade,Science_ExamCounty,Science_GrowthIndex,Science_LetterGrade,SocialStudies_ExamCounty,SocialStudies_GrowthIndex,SocialStudies_LetterGrade,Writing_ExamCounty,Writing_GrowthIndex,Writing_LetterGrade,Overall_ExamCounty,Overall_GrowthIndex,Overall_LetterGrade,ReportCardType,Performance_Multiplier,GrowthMultiplier,BottomGrowth_Multiplier,TotalBonusPoints,OveralSchoolGrade,OverallLetterGrade,DistrictCode,Grade_Group
2016,22,I008,105,22I008105,SEILING,"SEILING ES",NULL,NULL,"SEILING ES",22,59,"F    ",22,23,"F    ",44,41,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,326,1.00,90,72,C,90,69,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,180,71,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,22,I008,615,22I008615,SEILING,"SEILING JR-SR HS (JR)",NULL,NULL,"Seiling Jr-Sr HS (Jr)",12,42,"F    ",18,61,"D    ",30,53,"F    ",0.95,6,0.05,0,0.6,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,281,1.00,64,63,D,91,67,D,60,43,F,29,69,D,NULL,NULL,NULL,244,60,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,22,I008,615,22I008615,SEILING,"SEILING JR-SR HS (JR)","Middle School",50,"SEILING JR-SR HS (JR)",16,38,"F    ",22,45,"F    ",38,42,"F    ","> 0.95",6,"< 0.05",2,0.61,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,347,1.00,66,71,C,92,67,D,68,47,F,66,58,F,0,0,N/,292,61,D,"Middle School",50,25,25,10,69,D+,22I008,D
2016,22,I008,615,22I008615,SEILING,"SEILING JR-SR HS (JR)",NULL,NULL,"SEILING JR-SR HS (JR)",12,42,"F    ",21,48,"F    ",33,45,"F    ","> 0.95",6,"< 0.05",2,0.39,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,281,1.00,52,75,C,86,66,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,138,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,22,I008,715,22I008715,SEILING,"SEILING JR-SR HS (SR)",NULL,NULL,"Seiling Jr-Sr HS (Sr)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.3,0.87,0,0.84,0,0.82,0,0.82,0.56,1,0.85,1,3,1,129,1.00,44,95,A,50,84,B,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,121,85,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,22,I008,715,22I008715,SEILING,"SEILING JR-SR HS (SR)","High School",50,"SEILING JR-SR HS (SR)",,,,N/A,N/A,N/A,,,"",,0,,0,0.12,"> 0.95",1,0.83,0,0.80,0,0.77,0.40,1,0.74,0,2,0,127,1.00,52,83,B,44,80,B,0,0,N/,28,61,D,0,0,N/,124,77,C,"High School",50,50,0,2,87,B+,22I008,B
2016,22,I008,715,22I008715,SEILING,"SEILING JR-SR HS (SR)",NULL,NULL,"SEILING JR-SR HS (SR)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,0.48,"> 0.95",1,0.81,0,0.69,0,0.8,0.54,1,0.77,0,3,1,147,0.96,NULL,NULL,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,29,83,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,67,I001,110,67I001110,SEMINOLE,"NORTHWOOD ES",NULL,NULL,"Northwood ES",84,52,"F    ",86,44,"F    ",170,48,"F    ",0.94,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1144,1.00,364,65,D,363,65,D,113,45,F,NULL,NULL,C,NULL,NULL,NULL,955,64,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,67,I001,110,67I001110,SEMINOLE,"NORTHWOOD ES",Elementary,50,"NORTHWOOD ES",85,39,"F    ",85,59,"F    ",170,49,"F    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,1114,0.99,351,64,D,350,73,C,118,53,F,118,76,C,0,0,N/,937,67,D,Elementary,50,25,25,10,74,C,67I001,C
2016,67,I001,110,67I001110,SEMINOLE,"NORTHWOOD ES",NULL,NULL,"NORTHWOOD ES",80,46,"F    ",80,41,"F    ",160,44,"F    ",0.94,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,952,1.00,325,73,C,324,77,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,649,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,67,I001,715,67I001715,SEMINOLE,"SEMINOLE HS",NULL,NULL,"Seminole HS",26,69,"D    ",20,40,"F    ",46,57,"F    ",NULL,NULL,NULL,NULL,0.95,0.69,1,0.81,0,0.80,0,0.63,0.47,0,0.62,0,3,1,775,1.00,216,81,B,284,58,F,145,37,F,92,72,C,NULL,NULL,NULL,737,62,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,67,I001,715,67I001715,SEMINOLE,"SEMINOLE HS","High School",50,"SEMINOLE HS",22,86,"B    ",21,71,"C    ",43,79,"C    ",,0,,0,0.49,"> 0.95",1,0.72,0,0.67,0,0.6,0.47,0,0.68,0,2,0,699,0.98,211,94,A,266,84,B,87,38,F,111,73,C,0,0,N/,675,79,C,"High School",50,25,25,1,83,B,67I001,B
2016,67,I001,715,67I001715,SEMINOLE,"SEMINOLE HS",NULL,NULL,"SEMINOLE HS",21,48,"F    ",16,100,"A    ",37,70,"C    ",N/A,0,N/A,0,0.81,"> 0.95",1,0.79,0,0.74,0,0.66,0.43,0,0.53,0,4,1,571,1.00,85,79,C,67,97,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,152,87,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,67,I001,505,67I001505,SEMINOLE,"SEMINOLE MS",NULL,NULL,"Seminole MS",53,49,"F    ",53,49,"F    ",106,49,"F    ",0.94,6,0.05,2,0.28,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,962,0.98,241,66,D,241,52,F,NULL,NULL,F,121,56,F,NULL,NULL,NULL,724,55,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,67,I001,505,67I001505,SEMINOLE,"SEMINOLE MS","Middle School",50,"SEMINOLE MS",56,55,"F    ",56,48,"F    ",112,52,"F    ",0.94,6,"< 0.05",2,0.44,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,1011,1.00,231,78,C,232,56,F,113,41,F,232,64,D,0,0,N/,808,63,D,"Middle School",50,25,25,10,73,C,67I001,C
2016,67,I001,505,67I001505,SEMINOLE,"SEMINOLE MS",NULL,NULL,"SEMINOLE MS",55,51,"F    ",55,49,"F    ",110,50,"F    ",0.94,6,"< 0.05",2,0.7,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,894,0.99,222,82,B,221,74,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,443,78,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,67,I001,105,67I001105,SEMINOLE,"WILSON ES",NULL,NULL,"Wilson ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",0.93,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,1.00,126,62,D,126,70,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,252,66,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,67,I001,105,67I001105,SEMINOLE,"WILSON ES",Elementary,50,"WILSON ES",,,,,,,,,"",0.92,0,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,242,1.00,112,71,C,112,70,C,0,0,N/,0,0,N/,0,0,N/,224,70,C,Elementary,50,50,0,0,83,B,67I001,B
2016,67,I001,105,67I001105,SEMINOLE,"WILSON ES",NULL,NULL,"WILSON ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,300,1.00,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,NULL,NULL,,12,100,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,75,I001,705,75I001705,SENTINEL,"BLANCHE THOMAS HS",NULL,NULL,"Blanche Thomas HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.69,0.95,1,0.94,5,0.95,1,0.92,0.55,1,0.87,1,5,1,152,0.99,42,90,A,52,92,A,25,76,C,25,64,D,NULL,NULL,NULL,144,84,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,75,I001,705,75I001705,SENTINEL,"BLANCHE THOMAS HS","High School",50,"BLANCHE THOMAS HS",,,,,,,,,"",,0,,0,0.7,"> 0.95",1,0.81,0,0.00,1,"> 0.95",0.40,1,0.62,0,3,1,139,1.00,41,83,B,55,84,B,18,50,F,19,47,F,0,0,N/,133,74,C,"High School",50,50,0,4,86,B,75I001,B
2016,75,I001,705,75I001705,SENTINEL,"BLANCHE THOMAS HS",NULL,NULL,"BLANCHE THOMAS HS",NULL,NULL,NULL,NULL,NULL,NULL,10,60,"D    ",N/A,0,N/A,0,0.63,"> 0.95",1,0.94,5,0.00,1,0.76,0.32,1,0.63,0,4,1,160,1.00,25,80,B,19,95,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,44,86,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,75,I001,105,75I001105,SENTINEL,"MCMURRAY ES",NULL,NULL,"Mcmurray ES",23,48,"F    ",23,78,"C    ",46,63,"D    ",0.95,6,0.05,2,0.53,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,435,1.00,137,60,D,137,77,C,41,56,F,NULL,NULL,C,NULL,NULL,NULL,357,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,75,I001,105,75I001105,SENTINEL,"MCMURRAY ES","Middle School",50,"MCMURRAY ES",28,46,"F    ",28,36,"F    ",56,41,"F    ","> 0.95",6,"< 0.05",2,0.63,,2,,0,0.00,0,,0.00,0,0.00,0,0,0,431,1.00,133,73,C,134,77,C,41,61,D,67,69,D,0,0,N/,375,72,C,"Middle School",50,25,25,10,76,C,75I001,C
2016,75,I001,105,75I001105,SENTINEL,"MCMURRAY ES",NULL,NULL,"MCMURRAY ES",28,43,"F    ",28,32,"F    ",56,38,"F    ","> 0.95",6,"< 0.05",2,0.45,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,471,1.00,117,74,C,117,69,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,234,72,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,66,I006,105,66I006105,SEQUOYAH,"SEQUOYAH ES",NULL,NULL,"Sequoyah ES",37,54,"F    ",38,58,"F    ",75,56,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,803,1.00,241,78,C,242,81,B,92,63,D,NULL,NULL,C,NULL,NULL,NULL,668,77,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,66,I006,105,66I006105,SEQUOYAH,"SEQUOYAH ES",Elementary,50,"SEQUOYAH ES",34,47,"F    ",34,65,"D    ",68,56,"F    ","> 0.95",10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,732,1.00,236,82,B,236,85,B,72,74,C,72,89,B,0,0,N/,616,83,B,Elementary,50,25,25,10,87,B+,66I006,B
2016,66,I006,105,66I006105,SEQUOYAH,"SEQUOYAH ES",NULL,NULL,"SEQUOYAH ES",39,85,"B    ",39,56,"F    ",78,71,"C    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,702,1.00,160,91,A,160,82,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,320,87,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,66,I006,705,66I006705,SEQUOYAH,"SEQUOYAH HS",NULL,NULL,"Sequoyah HS",24,79,"C    ",24,54,"F    ",48,67,"D    ",NULL,NULL,NULL,NULL,0.54,0.85,0,0.93,5,0.87,1,0.65,0.62,0,0.76,0,4,1,735,0.99,201,93,A,315,80,B,105,65,D,102,89,B,NULL,NULL,NULL,723,83,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,66,I006,705,66I006705,SEQUOYAH,"SEQUOYAH HS","High School",50,"SEQUOYAH HS",24,83,"B    ",25,88,"B    ",49,86,"B    ",,0,,0,0.4,"> 0.95",1,0.89,0,0.83,0,0.78,0.57,1,0.82,1,3,1,733,1.00,222,92,A,314,84,B,116,43,F,102,80,B,0,0,N/,754,80,B,"High School",50,25,25,4,89,B+,66I006,B
2016,66,I006,705,66I006705,SEQUOYAH,"SEQUOYAH HS",NULL,NULL,"SEQUOYAH HS",25,48,"F    ",29,76,"C    ",54,63,"D    ",N/A,0,N/A,0,0.32,"> 0.95",1,0.91,5,0.82,0,0.67,0.70,0,0.72,0,3,1,687,1.00,102,77,C,118,91,A,NULL,NULL,,NULL,NULL,,NULL,NULL,,220,85,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,66,I006,510,66I006510,SEQUOYAH,"SEQUOYAH MS",NULL,NULL,"Sequoyah MS",60,75,"C    ",62,66,"D    ",122,70,"C    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,925,1.00,282,82,B,281,78,C,101,52,F,101,71,C,NULL,NULL,NULL,765,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,66,I006,510,66I006510,SEQUOYAH,"SEQUOYAH MS","Middle School",50,"SEQUOYAH MS",68,60,"D    ",68,65,"D    ",136,63,"D    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,977,0.99,280,79,C,280,81,B,98,66,D,181,72,C,0,0,N/,839,77,C,"Middle School",50,25,25,8,84,B,66I006,B
2016,66,I006,510,66I006510,SEQUOYAH,"SEQUOYAH MS",NULL,NULL,"SEQUOYAH MS",64,61,"D    ",64,58,"F    ",128,59,"F    ","> 0.95",6,"< 0.05",2,0.36,N/A,2,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,825,1.00,259,86,B,259,87,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,518,87,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,11,C026,105,11C026105,"SHADY GROVE","SHADY GROVE PUBLIC SCHOOL",NULL,NULL,"Shady Grove Public School",12,25,"F    ",12,67,"D    ",24,46,"F    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,193,0.98,59,59,F,59,68,D,20,35,F,NULL,NULL,B,NULL,NULL,NULL,159,62,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,11,C026,105,11C026105,"SHADY GROVE","SHADY GROVE PUBLIC SCHOOL","Middle School",50,"SHADY GROVE PUBLIC SCHOOL",12,75,"C    ",12,92,"A    ",24,83,"B    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,208,1.00,71,66,D,71,65,D,16,63,D,28,89,B,0,0,N/,186,69,D,"Middle School",50,25,25,8,85,B,11C026,B
2016,11,C026,105,11C026105,"SHADY GROVE","SHADY GROVE PUBLIC SCHOOL",NULL,NULL,"SHADY GROVE PUBLIC SCHOOL",14,64,"D    ",14,93,"A    ",28,79,"C    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,246,1.00,58,83,B,58,81,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,116,82,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,40,C004,105,40C004105,"SHADY POINT","SHADY POINT PUBLIC SCHOOL",NULL,NULL,"Shady Point Public School",12,33,"F    ",12,42,"F    ",24,38,"F    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,0.98,68,59,F,68,31,F,25,32,F,25,80,B,NULL,NULL,NULL,186,48,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,40,C004,105,40C004105,"SHADY POINT","SHADY POINT PUBLIC SCHOOL","Middle School",50,"SHADY POINT PUBLIC SCHOOL",11,45,"F    ",11,64,"D    ",22,55,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,230,1.00,63,59,F,63,48,F,19,42,F,31,61,D,0,0,N/,176,53,F,"Middle School",50,25,25,8,65,D,40C004,D
2016,40,C004,105,40C004105,"SHADY POINT","SHADY POINT PUBLIC SCHOOL",NULL,NULL,"SHADY POINT PUBLIC SCHOOL",13,15,"F    ",13,31,"F    ",26,23,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,266,0.99,55,56,F,54,48,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,109,52,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,77,I003,105,77I003105,SHARON-MUTUAL,"SHARON-MUTUAL ES",NULL,NULL,"Sharon-Mutual ES",24,63,"D    ",24,29,"F    ",48,46,"F    ",0.95,6,0.05,2,0.05,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,386,1.00,120,65,D,119,55,F,43,47,F,44,77,C,NULL,NULL,NULL,326,60,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,77,I003,105,77I003105,SHARON-MUTUAL,"SHARON-MUTUAL ES","Middle School",50,"SHARON-MUTUAL ES",25,56,"F    ",25,44,"F    ",50,50,"F    ",0.94,6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,430,1.00,135,63,D,135,48,F,41,59,F,65,62,D,0,0,N/,376,57,F,"Middle School",50,25,25,8,64,D,77I003,D
2016,77,I003,105,77I003105,SHARON-MUTUAL,"SHARON-MUTUAL ES",NULL,NULL,"SHARON-MUTUAL ES",24,29,"F    ",25,64,"D    ",49,47,"F    ","> 0.95",6,"< 0.05",2,0.13,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,363,1.00,100,61,D,101,64,D,NULL,NULL,,NULL,NULL,,NULL,NULL,,201,63,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,77,I003,705,77I003705,SHARON-MUTUAL,"SHARON-MUTUAL HS",NULL,NULL,"Sharon-Mutual HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.95,0.83,1,0.93,5,0.83,0,0.95,0.67,1,0.36,0,3,1,128,0.99,31,77,C,52,71,C,20,45,F,21,86,B,NULL,NULL,NULL,124,71,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,77,I003,705,77I003705,SHARON-MUTUAL,"SHARON-MUTUAL HS","High School",50,NULL,,,,,,,,,"",,0,,0,0.52,"> 0.95",1,0.8,0,0.67,0,"> 0.95",0.18,1,0.75,0,3,1,127,1.00,39,92,A,55,58,F,0,0,**,0,0,D,0,0,N/,125,73,C,"High School",50,50,0,3,81,B-,77I003,B
2016,77,I003,705,77I003705,SHARON-MUTUAL,"SHARON-MUTUAL HS",NULL,NULL,"SHARON-MUTUAL HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,0.74,"> 0.95",1,0.85,0,0.86,1,"> 0.95",0.28,1,0.73,0,4,1,144,0.99,17,82,B,20,55,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,37,68,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,23,I042,105,23I042105,SHATTUCK,"SHATTUCK ES",NULL,NULL,"Shattuck ES",29,66,"D    ",29,69,"D    ",58,67,"D    ",0.95,6,0.05,2,0.11,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,495,1.00,162,81,B,162,78,C,46,46,F,NULL,NULL,F,NULL,NULL,NULL,418,73,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,23,I042,105,23I042105,SHATTUCK,"SHATTUCK ES","Middle School",50,"SHATTUCK ES",32,47,"F    ",32,66,"D    ",64,56,"F    ","> 0.95",6,"< 0.05",2,"< 0.05",,0,,0,0.00,0,,0.00,0,0.00,0,0,0,558,1.00,162,78,C,162,76,C,59,66,D,86,65,D,0,0,N/,469,74,C,"Middle School",50,25,25,8,80,B-,23I042,B
2016,23,I042,105,23I042105,SHATTUCK,"SHATTUCK ES",NULL,NULL,"SHATTUCK ES",32,72,"C    ",32,53,"F    ",64,63,"D    ","> 0.95",6,"< 0.05",2,"< 0.05",N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,464,1.00,132,88,B,132,82,B,NULL,NULL,,NULL,NULL,,NULL,NULL,,264,85,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,23,I042,705,23I042705,SHATTUCK,"SHATTUCK HS",NULL,NULL,"Shattuck HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",NULL,NULL,NULL,NULL,0.51,0.91,1,0.87,0,0.71,0,0.92,0.55,1,0.77,0,2,0,142,1.00,41,88,B,63,76,C,21,71,C,18,78,C,NULL,NULL,NULL,143,79,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,23,I042,705,23I042705,SHATTUCK,"SHATTUCK HS","High School",50,"SHATTUCK HS",,,,,,,,,"",,0,,0,0.59,"> 0.95",1,"> 0.95",5,0.86,1,0.88,0.36,1,0.67,0,4,1,149,0.99,44,91,A,66,77,C,19,53,F,20,85,B,0,0,N/,149,79,C,"High School",50,50,0,9,92,A-,23I042,A
2016,23,I042,705,23I042705,SHATTUCK,"SHATTUCK HS",NULL,NULL,"SHATTUCK HS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NULL",N/A,0,N/A,0,"< 0.05","< 0.05",0,0.89,0,0.86,1,0.57,0.46,0,0.59,0,2,0,141,1.00,22,82,B,19,79,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,41,80,B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,63,I093,120,63I093120,SHAWNEE,"HORACE MANN ES",NULL,NULL,"Horace Mann ES",21,43,"F    ",21,62,"D    ",42,52,"F    ",0.93,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,485,1.00,136,59,F,135,67,D,49,39,F,49,78,C,NULL,NULL,NULL,369,62,D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,63,I093,120,63I093120,SHAWNEE,"HORACE MANN ES",Elementary,50,"HORACE MANN ES",18,44,"F    ",18,22,"F    ",36,33,"F    ",0.93,0,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,457,1.00,114,68,D,113,64,D,41,46,F,41,66,D,0,0,N/,309,63,D,Elementary,50,25,25,0,57,F,63I093,F
2016,63,I093,120,63I093120,SHAWNEE,"HORACE MANN ES",NULL,NULL,"HORACE MANN ES",20,60,"D    ",20,55,"F    ",40,57,"F    ",0.94,10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,412,1.00,80,75,C,80,75,C,NULL,NULL,,NULL,NULL,,NULL,NULL,,160,75,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,63,I093,130,63I093130,SHAWNEE,"JEFFERSON ES",NULL,NULL,"Jefferson ES",29,31,"F    ",29,34,"F    ",58,33,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,694,1.00,206,58,F,206,50,F,71,39,F,NULL,NULL,D,NULL,NULL,NULL,556,54,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,63,I093,130,63I093130,SHAWNEE,"JEFFERSON ES",Elementary,50,"JEFFERSON ES",30,40,"F    ",30,40,"F    ",60,40,"F    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,639,0.99,178,53,F,177,50,F,63,54,F,63,56,F,0,0,N/,481,53,F,Elementary,50,25,25,10,62,D-,63I093,D
2016,63,I093,130,63I093130,SHAWNEE,"JEFFERSON ES",NULL,NULL,"JEFFERSON ES",27,41,"F    ",27,30,"F    ",54,35,"F    ","> 0.95",10,N/A,0,N/A,N/A,0,N/A,0,0.00,0,N/A,0.00,0,0.00,0,0,0,537,1.00,111,68,D,111,46,F,NULL,NULL,,NULL,NULL,,NULL,NULL,,222,57,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,63,I093,137,63I093137,SHAWNEE,"SEQUOYAH ES",NULL,NULL,"Sequoyah ES",27,63,"D    ",27,41,"F    ",54,52,"F    ",0.95,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,581,1.00,187,74,C,187,71,C,61,49,F,NULL,NULL,B,NULL,NULL,NULL,499,71,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,63,I093,137,63I093137,SHAWNEE,"SEQUOYAH ES",Elementary,50,"SEQUOYAH ES",31,52,"F    ",31,39,"F    ",62,45,"F    ",0.95,10,,0,,,0,,0,0.00,0,,0.00,0,0.00,0,0,0,613,0.99,192,71,C,192,67,D,62,45,F,62,56,F,0,0,N/,508,64,D,Elementary,50,25,25,10,73,C,63I093,C
