,Year,SchoolCode,SchoolName,IndexScore,AvgIncome,AvgPropValADM,Unemployment,PovertyRate,SingleParentFam,FRL,College,HighSchool,BelowHS,FallEnrollment,NonSpEdTeachers,AvgTeacherSalary,AdvancedDegrees,AvgYrsExperience,SpEdTeachersFTE,CounselorsFTE,OtherStaffFTE,AdministratorsFTE,Hispanic%,NativeAmerican%,Asian%,AfricanAmerican%,PacificIslander%,White%,TwoRaces%,Total,6_Math_Advanced,6_Math_Below_Satisfactory,6_Math_Satisfactory,6_Reading_Advanced,6_Reading_Below_Satisfactory,6_Reading_Satisfactory,7_Math_Advanced,7_Math_Below_Satisfactory,7_Math_Satisfactory,7_Reading_Advanced,7_Reading_Below_Satisfactory,7_Reading_Satisfactory,8_History_Advanced,8_History_Below_Satisfactory,8_History_Satisfactory,8_Math_Advanced,8_Math_Below_Satisfactory,8_Math_Satisfactory,8_Reading_Advanced,8_Reading_Below_Satisfactory,8_Reading_Satisfactory,8_Science_Advanced,8_Science_Below_Satisfactory,8_Science_Satisfactory,EOI_Algebra_Advanced,EOI_Algebra_Below_Satisfactory,EOI_Algebra_Satisfactory
1296,2016,14I002655,HIGHLAND WEST JHS,79,74645.48,45730.8,0.04,0.08,0.29,0.637,0.26,0.65,0.08,626,27.5,44477.56,0.29100000000000004,11.02,9.63,2.0,4.0,2.0,0.1645,0.0671,0.0224,0.0639,0.0,0.516,0.1661,626.0,,,,,,,0.158,0.21,0.632,0.1328,0.17,0.6972,0.2144,0.33,0.4556,0.1491,0.29,0.5609,0.1932,0.08,0.7268,0.1898,0.27,0.5402,0.61,0.0,0.39
1298,2016,48I006510,HAWORTH MS,73,47857.61,13331.48,0.07,0.19,0.38,0.8270000000000001,0.1,0.69,0.21,127,9.62,42591.02,0.152,16.18,0.71,0.5,0.33,0.5,0.0315,0.2913,0.0157,0.1024,0.0,0.5354,0.0236,127.0,0.154,0.23,0.616,0.0621,0.31,0.6279,0.2314,0.11,0.6586,0.1275,0.15,0.7225,0.0912,0.52,0.3888,0.037000000000000005,0.26,0.703,0.2231,0.03,0.7469,0.049,0.3,0.6509999999999999,0.55,0.0,0.45
1299,2016,55I089521,NORTHEAST MS,50,53956.08,50805.13,0.08,0.28,0.47,0.9079999999999999,0.22,0.55,0.23,120,6.4,50346.2,0.45299999999999996,6.71,0.95,0.5,0.49,0.0,0.0417,0.0167,0.0083,0.8667,0.0,0.0167,0.05,120.0,0.0234,0.61,0.3666,0.0,0.44,0.56,0.0,0.65,0.35,0.0671,0.39,0.5429,0.0,0.8,0.2,0.0,0.76,0.24,0.0171,0.43,0.5529,0.0,0.74,0.26,0.0,0.33,0.67
1300,2016,63I093505,SHAWNEE MS,70,45005.59,30745.88,0.08,0.25,0.48,0.991,0.17,0.67,0.16,735,47.67,45274.98,0.325,9.48,7.48,3.0,2.0,3.0,0.1333,0.1347,0.0027,0.0558,0.0027,0.46799999999999997,0.2027,735.0,0.1716,0.22,0.6084,0.018000000000000002,0.4,0.5820000000000001,0.1376,0.14,0.7224,0.1008,0.28,0.6192,0.063,0.55,0.387,0.0225,0.55,0.4275,0.0639,0.29,0.6461,0.0539,0.51,0.4361,0.5432,0.03,0.4268
1301,2016,69I003505,MARLOW MS,82,64094.45,30628.77,0.03,0.14,0.27,0.451,0.18,0.69,0.13,319,17.55,43070.03,0.114,13.46,2.0,0.9,1.5,2.0,0.0596,0.1066,0.0125,0.0063,0.0,0.7774,0.0376,319.0,0.324,0.1,0.5760000000000001,0.048,0.2,0.752,0.276,0.08,0.644,0.2392,0.08,0.6808,0.344,0.14,0.516,0.3486,0.17,0.4814,0.153,0.15,0.6970000000000001,0.0512,0.36,0.5888,,,
1302,2016,72I003510,SEQUOYAH MS,66,78767.8,44984.51,0.06,0.08,0.3,0.669,0.29,0.64,0.06,568,29.93,43189.62,0.223,10.83,8.0,2.0,3.7,1.97,0.1109,0.0986,0.0229,0.0687,0.006999999999999999,0.5775,0.1144,568.0,0.0976,0.39,0.5124,0.03,0.4,0.57,0.0477,0.47,0.4823,0.1014,0.22,0.6786,0.168,0.4,0.43200000000000005,0.0114,0.62,0.3686,0.129,0.14,0.731,0.1368,0.28,0.5832,0.396,0.1,0.504
1303,2016,72I002615,CENTRAL 9TH GRADE CTR,94,63027.69,32375.25,0.06,0.11,0.29,0.54,0.17,0.7,0.13,480,19.62,43882.81,0.23,10.37,1.59,1.0,2.0,2.05,0.075,0.1813,0.0125,0.0479,0.0,0.6625,0.0208,480.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1494,0.17,0.6806
1304,2016,72I002520,CLYDE BOYD MS,74,63027.69,32375.25,0.06,0.11,0.29,0.608,0.17,0.7,0.13,1147,56.78,44826.67,0.145,15.86,10.83,3.0,3.57,4.0,0.0645,0.1805,0.006999999999999999,0.0288,0.0009,0.6757,0.0427,1147.0,0.2324,0.17,0.5976,0.0462,0.23,0.7238,0.1596,0.16,0.6804,0.1248,0.22,0.6552,0.0414,0.54,0.4186,0.0826,0.41,0.5074,0.136,0.15,0.7140000000000001,0.1152,0.36,0.5248,0.5184,0.04,0.4416
1305,2016,72I008505,SPERRY MS,70,62479.52,25344.96,0.08,0.09,0.19,0.584,0.15,0.74,0.11,257,15.81,43004.74,0.156,14.32,2.5,0.83,1.5,1.0,0.0467,0.3152,0.0117,0.0156,0.0,0.5681,0.0428,257.0,0.1254,0.34,0.5346,0.0414,0.31,0.6486,0.11199999999999999,0.2,0.688,0.1716,0.22,0.6084,0.1512,0.44,0.4088,0.0546,0.58,0.3654,0.11699999999999999,0.1,0.7829999999999999,0.1704,0.29,0.5396,0.68,0.0,0.32
1306,2016,72I001537,EDISON PREPARATORY MS,75,58190.81,60320.18,0.08,0.23,0.5,0.648,0.26,0.59,0.15,954,43.7,47208.96,0.324,15.07,8.2,3.0,1.7,3.5,0.2065,0.0713,0.0168,0.1279,0.0021,0.4769,0.0985,954.0,0.1575,0.25,0.5925,0.0656,0.18,0.7544,0.1606,0.27,0.5694,0.1827,0.13,0.6873,0.2356,0.24,0.5244,0.0238,0.66,0.3162,0.2376,0.12,0.6424,0.1541,0.33,0.5159,0.45,0.1,0.45
1307,2016,14I040510,CURTIS INGE MS,73,61827.71,25888.76,0.07,0.14,0.42,0.64,0.16,0.71,0.13,619,35.71,49081.03,0.35200000000000004,17.5,5.0,2.0,1.5,2.97,0.0452,0.1502,0.0081,0.0258,0.0016,0.7609,0.0081,619.0,0.185,0.26,0.555,0.0276,0.31,0.6624,0.16399999999999998,0.18,0.6559999999999999,0.1462,0.14,0.7138,0.3034,0.18,0.5166,0.0063,0.37,0.6237,0.1105,0.15,0.7395,0.0768,0.36,0.5632,0.65,0.0,0.35
1308,2016,55I089525,TAFT MS,50,53956.08,50805.13,0.08,0.28,0.47,0.843,0.22,0.55,0.23,642,33.19,51237.62,0.207,11.33,9.96,2.0,5.11,4.0,0.5,0.0592,0.0405,0.1822,0.0031,0.1651,0.0498,642.0,,,,,,,0.0781,0.29,0.6319,0.0544,0.32,0.6256,0.0296,0.63,0.3404,0.0152,0.62,0.3648,0.069,0.31,0.621,0.0324,0.64,0.3276,0.304,0.05,0.6459999999999999
1309,2016,14I002690,SOUTHRIDGE JHS,97,74645.48,45730.8,0.04,0.08,0.29,0.297,0.26,0.65,0.08,212,10.2,47419.51,0.21600000000000003,16.31,3.0,1.0,1.0,1.0,0.1179,0.0519,0.0755,0.0425,0.0,0.5519,0.1604,212.0,,,,,,,0.5346,0.01,0.4554,0.3136,0.02,0.6664,,,,,,,,,,,,,1.0,0.0,0.0
1311,2016,55I089518,JEFFERSON MS,52,53956.08,50805.13,0.08,0.28,0.47,0.93,0.22,0.55,0.23,883,52.41,51651.01,0.39899999999999997,12.46,11.0,4.03,5.1,4.0,0.7101,0.0453,0.0079,0.094,0.0023,0.1246,0.0159,883.0,,,,,,,0.1207,0.29,0.5893,0.0455,0.35,0.6045,0.0396,0.64,0.3204,0.0354,0.41,0.5546,0.0365,0.27,0.6935,0.0432,0.52,0.4368,0.3496,0.08,0.5704
1312,2016,55I089540,OKLAHOMA CENTENNIAL MS,35,53956.08,50805.13,0.08,0.28,0.47,1.0,0.22,0.55,0.23,209,15.2,51535.13,0.263,11.82,5.0,1.0,0.95,1.0,0.2488,0.0335,0.0383,0.5646,0.0,0.0861,0.0287,209.0,,,,,,,0.0,0.75,0.25,0.0076,0.62,0.3724,0.0056,0.72,0.2744,0.0,0.95,0.05,0.0082,0.59,0.4018,0.0062,0.69,0.3038,0.1547,0.09,0.7553
1313,2016,72I001659,EAST CENTRAL JHS,49,58190.81,60320.18,0.08,0.23,0.5,1.073,0.26,0.59,0.15,740,33.43,44106.25,0.314,9.44,7.0,4.0,1.34,2.43,0.5324,0.0351,0.0365,0.2243,0.0054,0.1162,0.05,740.0,,,,,,,0.033,0.45,0.517,0.0568,0.29,0.6532,0.0594,0.46,0.4806,,,,0.1092,0.22,0.6708,0.04,0.6,0.36,0.0336,0.52,0.4464
1314,2016,55I089530,WEBSTER MS,45,53956.08,50805.13,0.08,0.28,0.47,0.92,0.22,0.55,0.23,972,58.5,50770.08,0.316,9.68,8.61,3.0,5.68,5.0,0.6584,0.0432,0.0031,0.1399,0.0021,0.1348,0.0185,972.0,,,,,,,0.0522,0.42,0.5278,0.0496,0.38,0.5704,0.0588,0.58,0.3612,0.0126,0.58,0.4074,0.036000000000000004,0.28,0.684,0.0252,0.58,0.3948,0.23800000000000002,0.15,0.612
1315,2016,72I001663,MEMORIAL JHS,49,58190.81,60320.18,0.08,0.23,0.5,0.945,0.26,0.59,0.15,453,25.0,45605.96,0.36,12.84,6.0,2.0,1.25,2.0,0.2605,0.0618,0.0088,0.3488,0.0022,0.2141,0.1038,453.0,,,,,,,0.0252,0.58,0.3948,0.0366,0.39,0.5734,0.0368,0.54,0.4232,0.0364,0.48,0.4836,0.049,0.3,0.6509999999999999,0.0196,0.51,0.4704,0.24,0.0,0.76
1316,2016,72I001658,CENTRAL JHS,25,58190.81,60320.18,0.08,0.23,0.5,1.011,0.26,0.59,0.15,278,14.0,43206.36,0.536,7.64,5.0,2.0,1.1,3.5,0.1079,0.0612,0.0072,0.5539999999999999,0.0252,0.1691,0.0755,278.0,,,,,,,0.0,0.88,0.12,0.0037,0.63,0.3663,0.0,0.8,0.2,0.0005,0.95,0.0495,0.013999999999999999,0.65,0.336,0.0051,0.83,0.1649,,,
1317,2016,72I001662,MCLAIN JHS,36,58190.81,60320.18,0.08,0.23,0.5,1.0979999999999999,0.26,0.59,0.15,376,27.97,40758.12,0.156,5.54,6.0,2.0,2.19,3.4,0.2553,0.0479,0.0,0.49200000000000005,0.0053,0.1197,0.0798,376.0,,,,,,,0.059000000000000004,0.41,0.531,0.005,0.5,0.495,0.0054,0.82,0.1746,0.0,0.88,0.12,0.0108,0.73,0.2592,0.0012,0.88,0.1188,0.0,0.62,0.38
1318,2016,66I004505,OOLOGAH-TALALA MS,87,79126.85,74705.02,0.06,0.07,0.21,0.45799999999999996,0.26,0.66,0.08,406,23.83,45395.64,0.245,15.75,2.25,1.0,0.75,2.0,0.0394,0.2611,0.0394,0.0025,0.0,0.601,0.0567,406.0,0.2604,0.07,0.6696,0.016,0.2,0.784,0.2914,0.06,0.6486,0.1157,0.11,0.7743,0.1495,0.35,0.5005,0.1606,0.27,0.5694,0.228,0.05,0.722,0.1738,0.21,0.6162,0.4608,0.04,0.4992
1319,2016,42I001610,GUTHRIE JHS,85,62800.21,39302.95,0.06,0.14,0.31,0.679,0.22,0.67,0.1,495,29.65,41896.56,0.34600000000000003,11.09,4.0,1.0,1.08,2.5,0.1434,0.0444,0.004,0.0747,0.0,0.6323,0.10099999999999999,495.0,,,,,,,0.2436,0.13,0.6264,0.2088,0.13,0.6612,0.1876,0.33,0.4824,0.2324,0.17,0.5976,0.2639,0.09,0.6461,0.132,0.34,0.528,0.76,0.0,0.24
1320,2016,49I019505,CHECOTAH MS,68,49833.75,36865.84,0.13,0.21,0.31,0.773,0.13,0.68,0.18,339,20.6,43175.83,0.307,13.94,2.47,1.0,0.29,1.0,0.0177,0.3186,0.0,0.0413,0.0,0.531,0.0914,339.0,0.065,0.35,0.585,0.0276,0.31,0.6624,0.1216,0.24,0.6384,0.078,0.22,0.7020000000000001,0.0572,0.56,0.3828,0.11800000000000001,0.41,0.47200000000000003,0.1584,0.12,0.7216,0.0784,0.44,0.4816,0.86,0.0,0.14
1321,2016,41I001610,CHANDLER JHS,80,53307.82,32016.15,0.08,0.17,0.35,0.48700000000000004,0.15,0.73,0.12,185,14.93,43659.75,0.205,16.88,1.0,0.8,0.4,1.0,0.0108,0.1297,0.0,0.0108,0.0,0.4919,0.3568,185.0,,,,,,,0.306,0.1,0.594,0.19399999999999998,0.03,0.7759999999999999,0.156,0.35,0.494,0.5073,0.11,0.3827,0.1672,0.12,0.7128,0.071,0.29,0.639,,,
1322,2016,55I052510,DEL CREST MS,61,56255.19,35589.64,0.07,0.16,0.45,0.878,0.2,0.7,0.1,548,32.49,44467.43,0.27699999999999997,11.82,7.0,2.0,2.5,3.0,0.1405,0.0383,0.0018,0.3431,0.0036,0.365,0.1077,548.0,0.0616,0.44,0.4984,0.0,0.48,0.52,0.064,0.36,0.5760000000000001,0.0726,0.34,0.5874,0.0588,0.58,0.3612,0.0,0.63,0.37,0.1125,0.25,0.6375,0.0174,0.71,0.2726,0.2565,0.05,0.6935
1323,2016,60I016610,STILLWATER JHS,89,53670.52,61039.28,0.07,0.31,0.31,0.423,0.48,0.47,0.05,825,44.9,48450.21,0.326,13.1,6.98,3.0,1.0,4.0,0.0679,0.0461,0.0303,0.0521,0.0,0.6958,0.1079,825.0,,,,,,,,,,,,,0.4524,0.13,0.4176,0.2263,0.27,0.5037,0.32899999999999996,0.06,0.611,0.2387,0.23,0.5313,0.564,0.06,0.376
1325,2016,12I001515,BOSWELL MS,74,36950.33,19855.82,0.09,0.27,0.42,0.604,0.11,0.68,0.2,53,4.15,42158.75,0.17300000000000001,13.62,0.33,0.33,0.0,0.33,0.1132,0.4151,0.0,0.0377,0.0,0.434,0.0,53.0,,,,,,,0.1274,0.09,0.7826,0.1978,0.14,0.6622,0.0378,0.37,0.5922,0.19,0.5,0.31,0.235,0.06,0.705,0.2325,0.25,0.5175,,,
1326,2016,58I023505,WILL ROGERS MS,69,46083.79,25724.14,0.09,0.23,0.44,0.713,0.16,0.69,0.15,477,29.94,43656.01,0.317,10.52,4.0,1.5,3.0,2.0,0.0482,0.2369,0.0063,0.0126,0.0356,0.478,0.1824,477.0,0.1898,0.27,0.5402,0.0288,0.28,0.6912,0.0888,0.26,0.6512,0.2225,0.11,0.6675,0.1638,0.37,0.4662,0.0256,0.68,0.2944,0.1001,0.23,0.6699,0.095,0.5,0.405,0.5292,0.02,0.4508
1327,2016,10I055505,HEALDTON MS,68,48793.58,36404.88,0.03,0.16,0.36,0.748,0.13,0.72,0.15,103,6.69,46170.38,0.316,24.02,0.67,0.14,0.23,0.34,0.1456,0.165,0.0,0.0097,0.0,0.5437,0.1359,103.0,0.1008,0.37,0.5292,0.0,0.53,0.47,0.0612,0.32,0.6188,0.1078,0.23,0.6622,0.096,0.4,0.504,0.4224,0.12,0.4576,0.2,0.0,0.8,0.0384,0.52,0.4416,,,
1332,2016,19I033505,SAPULPA MS,57,62074.99,44933.66,0.06,0.15,0.29,0.723,0.18,0.68,0.15,517,27.87,40596.18,0.27899999999999997,11.12,5.0,2.0,2.88,2.33,0.0368,0.1451,0.0019,0.0368,0.0019,0.6286,0.1489,517.0,0.1139,0.33,0.5561,0.0201,0.33,0.6499,0.0952,0.32,0.5848,0.0949,0.27,0.6351,,,,,,,,,,,,,,,
1336,2016,34I023510,WAURIKA MS,65,49291.67,35780.83,0.05,0.21,0.52,0.75,0.12,0.74,0.14,88,6.36,45422.89,0.324,10.62,0.11,0.33,0.0,0.49,0.1818,0.0682,0.0,0.0114,0.0,0.7273,0.0114,88.0,0.0,0.43,0.57,0.0,0.35,0.65,0.1343,0.21,0.6557,0.1496,0.12,0.7304,0.0,0.5,0.5,0.0125,0.75,0.2375,0.075,0.25,0.675,0.0235,0.53,0.4465,,,
1337,2016,56I001505,OKMULGEE MS,60,41844.83,36814.9,0.15,0.27,0.57,0.9179999999999999,0.17,0.7,0.13,318,16.05,43286.03,0.19,16.73,3.95,1.0,0.99,2.0,0.044000000000000004,0.3711,0.0063,0.1981,0.0063,0.3082,0.066,318.0,0.066,0.45,0.484,0.0195,0.61,0.3705,0.128,0.36,0.512,0.0424,0.47,0.4876,0.0175,0.75,0.2325,0.0737,0.33,0.5963,0.006999999999999999,0.3,0.693,0.0294,0.58,0.3906,0.4224,0.04,0.5376
1339,2016,24I057510,LONGFELLOW MS,61,59926.04,36582.45,0.06,0.14,0.33,0.93,0.22,0.64,0.15,514,23.95,44143.27,0.369,10.49,4.0,1.75,3.11,2.0,0.3891,0.0195,0.0097,0.0545,0.1634,0.3074,0.0564,514.0,0.0488,0.39,0.5612,0.0052,0.48,0.5148,0.015,0.5,0.485,0.0528,0.34,0.6072,0.036000000000000004,0.6,0.364,0.0045,0.55,0.4455,0.1558,0.18,0.6642,0.0517,0.53,0.4183,0.1909,0.17,0.6391
1340,2016,26I051510,NINNEKAH MS,57,69559.6,47098.07,0.04,0.17,0.39,0.675,0.13,0.72,0.15,123,6.86,42125.98,0.063,6.71,0.43,0.29,0.51,0.86,0.0488,0.0894,0.0,0.0244,0.0,0.7967,0.0407,123.0,0.0148,0.63,0.3552,0.0,0.41,0.59,0.0234,0.61,0.3666,0.1513,0.11,0.7387,0.0385,0.45,0.5115,0.0387,0.57,0.3913,0.2232,0.07,0.7068,0.077,0.45,0.473,0.67,0.0,0.33
1342,2016,12I039510,HUGO MS,54,43121.87,29351.9,0.1,0.35,0.59,0.968,0.14,0.65,0.21,220,13.86,42544.3,0.165,13.28,2.0,0.71,0.43,2.12,0.0545,0.2682,0.0045,0.3,0.0045,0.3273,0.0409,220.0,0.055999999999999994,0.44,0.504,0.0138,0.31,0.6762,0.0084,0.58,0.4116,0.0583,0.47,0.4717,0.0297,0.67,0.3003,0.0,0.79,0.21,0.1312,0.18,0.6888,0.0,0.6,0.4,0.0335,0.33,0.6365
1343,2016,55I052520,KERR MS,57,56255.19,35589.64,0.07,0.16,0.45,0.831,0.2,0.7,0.1,585,35.39,41911.54,0.198,7.3,5.41,3.0,2.0,3.0,0.1009,0.0632,0.0393,0.4496,0.0051,0.2889,0.053,585.0,0.11199999999999999,0.3,0.588,0.0342,0.43,0.5358,0.0138,0.54,0.4462,0.0924,0.34,0.5676,0.0675,0.55,0.3825,0.0017,0.83,0.1683,0.0923,0.29,0.6177,0.0564,0.53,0.4136,0.134,0.33,0.536
1344,2016,55I001510,JAMES L. CAPPS MS,76,63930.75,52049.84,0.06,0.16,0.43,0.855,0.32,0.58,0.1,912,55.9,48422.89,0.267,11.71,7.0,3.5,4.41,3.0,0.3586,0.0384,0.0351,0.193,0.0,0.2982,0.0768,912.0,0.2822,0.17,0.5478,0.045,0.25,0.705,0.1782,0.19,0.6318,0.1216,0.24,0.6384,0.1584,0.34,0.5016,0.1035,0.31,0.5865,0.0972,0.19,0.7128,0.06,0.5,0.44,0.64,0.0,0.36
1346,2016,08I161610,HINTON MS,75,61147.64,57905.48,0.06,0.17,0.36,0.73,0.11,0.7,0.19,148,7.8,40953.05,0.147,12.31,1.29,0.43,0.43,0.5,0.2027,0.0608,0.0,0.0203,0.0,0.6757,0.0405,148.0,0.1278,0.29,0.5822,0.0711,0.21,0.7189,0.1216,0.24,0.6384,0.1424,0.11,0.7476,0.049,0.65,0.301,0.062,0.38,0.5579999999999999,0.2322,0.14,0.6278,0.287,0.3,0.413,0.5922,0.06,0.3478
1347,2016,49I001505,EUFAULA MS,72,45990.85,41923.67,0.09,0.21,0.4,0.778,0.15,0.7,0.15,270,15.52,43128.71,0.23,12.8,3.0,1.0,0.89,1.0,0.0185,0.4148,0.0037,0.0481,0.0,0.4926,0.0222,270.0,0.368,0.08,0.552,0.069,0.31,0.621,0.1804,0.18,0.6396,0.132,0.12,0.748,0.061,0.39,0.5489999999999999,0.1095,0.27,0.6205,0.136,0.2,0.664,0.0168,0.44,0.5432,0.47,0.0,0.53
1348,2016,19I002505,BRISTOW MS,76,52274.21,25661.91,0.09,0.2,0.3,0.774,0.13,0.73,0.14,393,21.76,45191.21,0.313,18.77,2.27,1.0,1.43,2.0,0.0356,0.313,0.0025,0.0916,0.0,0.5573,0.0,393.0,0.3784,0.12,0.5016,0.0738,0.18,0.7462,0.1494,0.17,0.6806,0.1638,0.09,0.7462,0.1134,0.46,0.4266,0.1314,0.27,0.5986,0.17600000000000002,0.12,0.7040000000000001,0.0715,0.45,0.4785,0.2037,0.03,0.7663
1351,2016,26I001510,CHICKASHA MS,71,53210.11,35495.39,0.05,0.17,0.34,0.9009999999999999,0.19,0.64,0.16,332,17.99,44754.25,0.251,16.53,2.0,1.0,1.31,1.9,0.1114,0.1084,0.006,0.0873,0.0,0.6446,0.0422,332.0,,,,,,,0.1005,0.33,0.5695,0.1539,0.19,0.6561,0.1575,0.37,0.4725,0.0205,0.59,0.3895,0.126,0.16,0.7140000000000001,0.0399,0.43,0.5301,0.4171,0.03,0.5529
1352,2016,72I010510,BERRYHILL MS,90,71314.52,32175.87,0.06,0.05,0.22,0.298,0.24,0.7,0.06,191,10.0,43318.2,0.165,14.02,1.0,1.0,1.32,1.0,0.0419,0.0314,0.0,0.0,0.0,0.6387,0.28800000000000003,191.0,,,,,,,0.258,0.14,0.602,0.2136,0.11,0.6764,0.168,0.3,0.532,0.2275,0.09,0.6825,0.19,0.05,0.76,0.16,0.2,0.64,0.69,0.0,0.31
1353,2016,72I007505,NEWMAN MS,70,63900.52,33632.16,0.06,0.16,0.36,0.493,0.16,0.7,0.13,552,30.39,43246.77,0.36200000000000004,12.93,4.21,1.0,2.58,2.47,0.0417,0.3533,0.0036,0.0109,0.0,0.5797,0.0109,552.0,0.289,0.15,0.561,0.0657,0.27,0.6643,0.0896,0.36,0.5504,0.1539,0.19,0.6561,0.1196,0.48,0.4004,0.0294,0.51,0.4606,0.1218,0.13,0.7482,0.1178,0.38,0.5022,0.539,0.02,0.441
1354,2016,55I003505,LUTHER MS,78,91191.86,105905.22,0.02,0.1,0.22,0.536,0.23,0.68,0.09,252,14.94,43860.74,0.10099999999999999,12.15,2.0,0.5,0.43,1.0,0.1071,0.0635,0.004,0.0635,0.0,0.6905,0.0714,252.0,0.3132,0.13,0.5568,0.0312,0.22,0.7488,0.1925,0.23,0.5775,0.2125,0.15,0.6375,0.3652,0.17,0.4648,0.071,0.29,0.639,0.1743,0.17,0.6557,0.016,0.6,0.384,0.65,0.0,0.35
1355,2016,55I052515,JARMAN MS,64,56255.19,35589.64,0.07,0.16,0.45,0.7759999999999999,0.2,0.7,0.1,571,31.98,42015.98,0.406,7.17,6.0,3.0,2.0,3.0,0.1156,0.0771,0.0263,0.317,0.0018,0.4326,0.0298,571.0,0.0696,0.42,0.5104,0.0114,0.43,0.5586,0.0896,0.36,0.5504,0.1638,0.22,0.6162,0.1704,0.29,0.5396,0.0624,0.52,0.4176,0.1184,0.26,0.6216,0.0784,0.51,0.4116,0.69,0.0,0.31
1356,2016,55I089503,BELLE ISLE MS,101,53956.08,50805.13,0.08,0.28,0.47,0.431,0.22,0.55,0.23,450,24.0,50495.33,0.25,10.13,1.0,1.0,2.15,2.0,0.2311,0.0289,0.0822,0.1733,0.0,0.4578,0.0267,450.0,0.2325,0.07,0.6975,0.152,0.05,0.7979999999999999,0.24,0.04,0.72,0.25,0.0,0.75,0.264,0.2,0.536,0.1596,0.24,0.6004,0.4554,0.01,0.5346,0.32799999999999996,0.18,0.49200000000000005,0.5529,0.03,0.4171
1358,2016,16I008545,EISENHOWER MS,71,55235.61,30828.06,0.09,0.2,0.43,0.667,0.2,0.69,0.11,858,45.01,47228.03,0.382,18.34,14.0,3.0,1.5,4.0,0.1399,0.0641,0.0338,0.331,0.006999999999999999,0.3508,0.0734,858.0,0.0992,0.38,0.5208,0.0252,0.37,0.6048,0.114,0.24,0.6459999999999999,0.1804,0.18,0.6396,0.102,0.32,0.578,0.0245,0.51,0.4655,0.18899999999999997,0.1,0.711,0.0627,0.43,0.5073,0.2208,0.04,0.7392
1359,2016,72I001530,CLINTON MS,40,58190.81,60320.18,0.08,0.23,0.5,0.965,0.26,0.59,0.15,425,28.62,44445.4,0.28,10.1,5.93,2.0,3.27,3.46,0.1435,0.1341,0.0047,0.2329,0.0071,0.3553,0.1224,425.0,0.0104,0.74,0.2496,0.0,0.67,0.33,0.09,0.4,0.51,0.0504,0.37,0.5796,0.016,0.68,0.304,0.0418,0.62,0.3382,0.0966,0.31,0.5934,0.0645,0.57,0.3655,0.54,0.1,0.36
1362,2016,66I002510,WELLS MS,66,68714.42,82258.81,0.05,0.1,0.27,0.713,0.17,0.71,0.12,480,29.4,41763.99,0.24100000000000002,14.8,5.0,1.6,3.04,2.0,0.1646,0.3021,0.0208,0.0125,0.0042,0.4667,0.0292,480.0,0.0567,0.37,0.5733,0.0335,0.33,0.6365,0.1104,0.31,0.5796,0.0858,0.22,0.6942,0.1798,0.38,0.4402,0.0041,0.59,0.4059,0.1826,0.17,0.6474,0.07200000000000001,0.4,0.528,0.3895,0.05,0.5605
1363,2016,72I001664,WILL ROGERS COLLEGE JHS,63,58190.81,60320.18,0.08,0.23,0.5,1.064,0.26,0.59,0.15,500,26.4,46019.77,0.369,10.75,3.18,1.5,1.6,2.0,0.636,0.048,0.002,0.122,0.0,0.146,0.046,500.0,,,,,,,0.0952,0.32,0.5848,0.0342,0.43,0.5358,0.038,0.62,0.342,0.006,0.7,0.294,0.0444,0.26,0.6956,0.0264,0.56,0.4136,0.1512,0.16,0.6888
1364,2016,67I001505,SEMINOLE MS,73,49847.21,28978.19,0.1,0.24,0.44,0.6729999999999999,0.15,0.68,0.17,260,13.97,44799.17,0.133,15.18,2.29,1.0,1.0,1.0,0.1,0.2231,0.0038,0.0231,0.0038,0.5038,0.1423,260.0,,,,,,,0.0568,0.29,0.6532,0.1615,0.15,0.6885,0.1632,0.32,0.5168,0.1694,0.23,0.6006,0.1602,0.11,0.7298,0.0793,0.39,0.5307,0.81,0.0,0.19
1365,2016,09I034610,ETTA DALE JHS,74,60315.5,24895.16,0.07,0.14,0.37,0.8590000000000001,0.12,0.73,0.15,347,18.43,43480.06,0.259,15.15,3.0,1.0,0.57,2.16,0.2795,0.098,0.0,0.0259,0.0029,0.4784,0.1153,347.0,,,,,,,0.1764,0.16,0.6636,0.096,0.2,0.7040000000000001,0.0708,0.41,0.5192,0.1078,0.23,0.6622,0.1118,0.14,0.7482,0.0265,0.47,0.5035,0.32299999999999995,0.05,0.627
1368,2016,48I005505,IDABEL MS,66,39589.57,21037.77,0.07,0.34,0.56,1.0,0.18,0.63,0.19,231,17.93,43810.38,0.375,16.5,2.14,1.0,1.43,1.71,0.1818,0.1212,0.013000000000000001,0.2771,0.013000000000000001,0.2944,0.0996,231.0,0.0456,0.43,0.5244,0.044000000000000004,0.45,0.506,0.059000000000000004,0.41,0.531,0.084,0.3,0.616,0.1575,0.37,0.4725,0.059000000000000004,0.41,0.531,0.168,0.16,0.672,0.0784,0.51,0.4116,0.6,0.0,0.4
1369,2016,72I006500,COLLINSVILLE MS,86,73019.42,30123.83,0.06,0.08,0.19,0.386,0.26,0.66,0.08,378,19.15,42393.8,0.218,14.42,3.0,1.0,1.67,1.0,0.0423,0.2354,0.0344,0.0026,0.0026,0.5026,0.1799,378.0,,,,,,,0.2314,0.11,0.6586,0.1932,0.08,0.7268,0.256,0.2,0.544,0.2349,0.19,0.5751,0.2457,0.09,0.6643,0.1022,0.27,0.6278,0.89,0.0,0.11
